Name,Air Date,Description,Rating,Votes
"S1.E176 ∙ Run, Dodge, Zigzag! Chase or Be Chased!","Mon, Jul 21, 2008","Naruto, Kiba, and Hinata must make it back to Konoha and stop their evil look-a-likes from ruining their village. The impostors think it'll be an easy task, but when the real Naruto and Kiba expose their weakness, they discover that it may not be so easy.",6.2,(442)
S1.E177 ∙ Oh!? Purîzu Misutâ Posutoman,"Wed, Mar 22, 2006","Naruto accidentally meets up with Jiraiya and demands that he trains him. Jiraiya refuses however, as he has to finish the next volume of his series. Anxiously wanting to train, Naruto tries to help and as usual, it all goes wrong. Naruto and Jiraiya vs the Courier Ninja, who will come out on top?",6.0,(448)
S1.E178 ∙ Deai 'Hoshi' no na o motsu shounen,"Wed, Mar 29, 2006","About 200 years, a star fell to the Hidden Star Village. This star supposedly as mystic powers. However, the village has few ninja, so they require the help of other villages. Naruto accompanies Lee, Neji, and Tenten on a mission to protect it.",6.0,(434)
S1.E179 ∙ The Remembered Lullaby!,"Wed, Apr 5, 2006","When the mysterious attacker flies away with the star, using only their Chakra, the Konoha group are left in the dust. They swear to reclaim the star but it isn't as simple as they might hope. Meanwhile, Naruto learns some of Subaru's history and Natsuhiboshi.",6.0,(434)
S1.E180 ∙ Hidden Jutsu! The Price of Ninja Art: Kujaku,"Wed, Apr 12, 2006","The Konoha team continue to investigate the star's theft and start to realize everything is not quite as it seems. Everything seems to be leading to a final battle, but who is the real enemy behind all this?",6.1,(435)
S1.E181 ∙ Hoshikage: The Buried Truth,Nov 2007,Naruto has been rescued by the mysterious woman and soon learns who she really is. Can the two of them continue the mission the was started so very long ago and what will Subaru think when he discovers the truth?,6.0,(429)
S1.E182 ∙ Reunion: The Remaining Time,"Wed, Apr 26, 2006","Subaru finally meets his mother, but is it too late for them? Can Naruto defeat Akahoshi and stop the star from falling back into his hands, and what side will the village choose to take?",6.2,(434)
S1.E183 ∙ The Star's Radiance,"Wed, May 3, 2006","After Akahoshi tries to execute Sumaru, Hakato and the rest of the children stand up to protect their village. Akahoshi, finding the village turning against him, takes drastic steps to ensure his success. Naruto is the only one left who can take down this menace, can he do it alone? or will he find help from someone more powerful..",6.0,(438)
S1.E184 ∙ Kiba's Long Day,"Sat, Aug 2, 2008","When Akamaru is taken ill and starts to undergo a mysterious transformation, can Kiba do anything to save his friend? When the whole village appears to be against him what lengths will he go through, to protect his friend?",5.8,(436)
S1.E185 ∙ A Legend from the Hidden Leaf: The Onbaa!,"Sat, Aug 2, 2008",While Naruto is training an eagle drops a creature on his back known as an Onbaa. Naruto has to take care of this creature because it won't let go of his back.,5.9,(440)
S1.E186 ∙ Warau Shino,"Wed, May 24, 2006","Naruto and Shino are given a mission to provide security during the Kagetsu family funderal, but they soon realize that the real mission is to help the eldest son carry out the man's unusual last will and testment! - This Episode is part of Season 4, Volume 2",6.1,(459)
S1.E187 ∙ Open for Business! The Leaf Moving Service,"Fri, Aug 8, 2008","Naruto, Hinata, and Chouji are chosen on a mission to protect some peddlers running away from a war at the Greenery Country. However, Tsunade gave them more than just a simple guard duty mission, making them movers as well. The peddlers are just simple folk, who were never even registered citizens in the country. But, when Naruto discovers the group is being pursued, the three ninja realize that there is more going on than meets the eyes.",5.9,(419)
S1.E188 ∙ Mystery of the Targeted Merchants,"Sat, Aug 9, 2008","The group splits off into two, in an attempt to deter their mysterious attackers. However, when Naruto and Chouji discover the plan hasn't worked as intended, they soon realize that somebody is hiding something important..",5.8,(422)
S1.E189 ∙ Limitless Supply of Ninja Tools,"Sat, Aug 16, 2008","Naruto, Chouji, and Yurinojou take on Ruiga, who uses water as a weapon. Ruiga has the power to draw out water from the Earth, giving him an unlimited supply of ninja weapons. How can they defeat an opponent who has a limitless supply of water? Even if they can win, can they defeat the second ninja, Jiga? Also, what is the Princess' true motive for running away?",6.0,(415)
S1.E190 ∙ The Byakugan Sees the Blind Spot!,"Sat, Aug 23, 2008","With Naruto defeated, Hinata decides to join the fight. Will she be able to defeat the second evil ninja? And what of the princess?",6.5,(424)
S1.E191 ∙ Shi no senkoku 'Kumori tokidoki hare',"Wed, Jun 28, 2006",The battle with the third and final evil ninja is on. He has only one desire and that is to kill Princess Haruna. Will Naruto be able to defeat this new menace and save Haruna?,5.9,(422)
S1.E192 ∙ Ino Screams! Chubby Passion!,"Sat, Aug 30, 2008","The princess has gained weight due to nerves and wants Ino to pose as the princess in order to attend the first meeting with a prince she adores. - This Episode is part of Season 4, Volume 3",5.6,(450)
S1.E193 ∙ Viva Dojo Challenge! Youth Is All About Passion!,"Wed, Jul 12, 2006","When Naruto returns from a mission, he discovers that Lee has set up a Dojo and is desperate for a challenger. When Gai discovers nobody has challenged him he steps up to the plate. However, a last minute change in plans throws changes everything, and when an impostor joins the fray, chaos ensues..",6.1,(438)
S1.E194 ∙ The Mysterious Curse of the Haunted Castle,"Sat, Sep 6, 2008","Naruto, Hinata, and Kiba are sent to the Land of Honey to search for the Daimyo's wife. There, they find an eerie castle, and journey inside to search for clues.",5.8,(424)
"S1.E195 ∙ Daisan no choujuu, saidai no raibaru","Wed, Jul 26, 2006","When Lee misses his check-up with Tsunade, Naruto is sent to find him. Meanwhile Gai is training someone called Yagura and has decided that Lee and Yagura should have a training match. Can Lee beat the new trainee after hearing some uncomfortable news at his examination?",6.5,(425)
S1.E196 ∙ Hot-Blooded Confrontation: Student vs. Sensei,"Sat, Sep 13, 2008","Gai is trapped inside a fortress made of practice posts. Yagura appears but is he there to help or to hinder? Naruto, Neji and Tenten show up to try and rescue Gai, but will it be too much for them to handle on their own?",6.6,(428)
S1.E197 ∙ Crisis: The Hidden Leaf 11 Gather!,"Sat, Sep 13, 2008","Naruto meets an old man, a construction worker named Gennou. However, when Gennou steals plans for some of the buildings in Konoha, Naruto suddenly finds himself under investigation by the ANBU. What is the truth behind Gennou and why does nobody seem to know what is going on?",6.7,(437)
S1.E198 ∙ The Anbu Gives Up? Naruto's Recollection,"Sat, Sep 20, 2008","In order to get the information they need about Gennou, the ANBU put Naruto in a trance, hoping to prong the information they need from Naruto's memory. However, even by doing all of this, will they get the information they need?",6.9,(437)
S1.E199 ∙ The Missed Target,"Sat, Sep 20, 2008","Naruto and the others continue their search for any clues leading to Gennou or his plan. During an investigation of the Ninja Academy, they discover a suspicious training post which leads to an even scarier discovery.",7.1,(445)
S1.E200 ∙ The Powerful Helper,"Sat, Oct 4, 2008","With the city of Konoha mapped in explosive tags, a decision must be made weather to try and remove them, or to evacuate the entire city. However, something is strange about these tags, can they discover what it is? And can they remove all of them in time?",7.0,(449)
S1.E201 ∙ Tajuu torappu Hokai no kauntodaun,"Wed, Sep 20, 2006","While Shikamaru tries to figure out what Gennou is planning next, Naruto is fighting Gennou in the Great Stone faces. Can Shikamaru stop Gennou's next step in the plan before it is too late? And will Naruto be able to defeat the Trap Master?",7.3,(461)
S1.E202 ∙ Honjitsu happyou! Ase to namida no besuto 5! Otanoshimi no bangai-hen mo aru-ttebayo supesharu,"Wed, Sep 27, 2006","Naruto and Sakura host a special recap episode featuring the top five battles so far. There are also interviews with some of the team, and perhaps even some of the enemy..",4.8,(442)
S1.E203 ∙ Kurenai no ketsudan Torinokosareta dai 8-han,"Thu, Oct 5, 2006","Naruto encounters a girl named Yakumo who has a surprising talent for destruction. Shortly after, Kurenai Yuhi, leader of Team 8 makes a startling decision and Naruto is determined to find out why.",6.3,(417)
S1.E204 ∙ Nerawareta Yakumo Fuuin sareta nouryoku,"Thu, Oct 5, 2006","Naruto sneaks into Yakumo's mansion in the night, and has a dream that Kurenai threatened to seal Yakumo's abilities. He then discovers that this is the reason why she left the team, but Kurenai refuses to disclose any more. As Kurenai goes to see Yakumo, several Kurama Clan members attack.",6.4,(420)
S1.E205 ∙ Kurenai no gokuhi ninmu: San-daime tono yakusoku,"Thu, Oct 5, 2006","As Kurenai attempts to escape with Yakumo, Naruto and Sakura, Team 8 and Might Gai arrive to lend their assistance. We learn some of the history between Kurenai and Yakumo and discover why things have turned out the way they have.",6.5,(414)
S1.E206 ∙ Genjutsu-ka genjitsu-ka Gokan wo seisuru mono,"Thu, Oct 19, 2006","Naruto, Kurenai, Yakumo and Team 8 return to Konoha to a shocking discovery. Can this really be reality or is it all some kind of sick illusion?",6.6,(418)
S1.E207 ∙ Fujirareta hazu no nouryoku,"Tue, Sep 26, 2006",Naruto and the members of Team 8 head into Yakumo's house to find her with Kurenai. It is revealed that a mysterious entity might be behind all this. Can the group discover the truth in time?,6.7,(425)
S1.E208 ∙ Meiki Kachou fuugetsu no omosa,"Thu, Nov 2, 2006","Naruto and Kiba are ordered to escort a man named Shinemon who is transporting a rare and valuable artifact. However, when Bandits steal the artifact, can the pair retrieve it and keep Shinemon alive?",5.4,(429)
S1.E209 ∙ Teki wa 'Shinobazu',"Thu, Nov 9, 2006","Naruto, Sakura and Lee are sent to escort a prisoner named Gantetsu to the Forest Country Capital. Their job is only to back up the escort group in case something goes wrong, which inevitably, it does..",5.9,(413)
S1.E210 ∙ Mayoi no mori,"Thu, Nov 16, 2006","With the ship split in half, Naruto, Todoroki and Gantetsu are separated from the others. Now Naruto must face the other three Shinobazu that Gantetsu was with. Can Naruto lead them out or will they have to trust Gantetsu to lead the way?",6.2,(415)
S1.E211 ∙ Honoo no kioku,"Thu, Nov 30, 2006","Todoroki wants to avenge his family and kill Gantetsu. The only problem is that Naruto has other ideas. Elsewhere, Lee and Sakura are surrounded by children who are demanding they give them Gantetsu. Can Naruto and Todoroki get Gantetsu back? And what are the children's reasons for wanting him?",6.1,(412)
S1.E212 ∙ Sorezore no michi,"Thu, Dec 7, 2006",Naruto arrives to save Gantetsu and the kids but has trouble when Akio is kidnapped and Todoroki realizes his brother is alive. Will Naruto and Todoroki be able to save Akio?,6.2,(415)
S1.E213 ∙ Ushinawareta kioku,"Thu, Dec 14, 2006",Naruto rescues a kid who was injured but he is an outsider to Konoha. Tsunade assigns Naruto to take care of the kid until he gets his memory back. What was this kid doing outside of Konoha and why can't he remember anything?,6.4,(431)
S1.E214 ∙ Torimodoshita genjitsu,"Thu, Dec 21, 2006","Naruto and Menma manage to get Tsunade to let them go find Menma's memories. However, they are forced to go with Neji and Tenten guarding them. On the way, they come across a burned-down village. There, they greet the villagers and ask them what happened. Unfortunately, the villagers aren't too happy to see them.",6.3,(431)
S1.E215 ∙ Keshisaritai kako,"Thu, Dec 21, 2006","Ran wants to kill Menma, upon seeing the mark on his arm, but Neji stands in the way, saying it would be unfair to kill a criminal without any memories of his crimes. Ran finally agrees and performs surgery on Menma, saving his life, but the villagers aren't as happy. Are they prepared for when foreign shinobi group comes for a second attack?",6.8,(455)
S1.E216 ∙ Kieta takumi Nerawareta Shukaku,"Thu, Jan 11, 2007","A Sand shinobi, Matsuri, has been abducted by a mysterious ninja. In order to bring them bring back, Gaara must accept the mystery ninja's challenge. Can Naruto prevent this challenge ending in catastrophe?",7.2,(477)
S1.E217 ∙ Suna no doumeikoku Konoha no shinobi,"Thu, Jan 18, 2007","The rogue ninjas continue running as Gaara, Temari and Kankuro give chase. At the same time, Shino, Hinata and Neji are using their abilities to try and find the Shitenshounnin. Who will end up fighting first and, who will ultimately win?",7.3,(466)
S1.E218 ∙ Fuujiwareta suna Suiko no hangeki,"Thu, Jan 25, 2007","Shikamaru and Ino arrive to help out Temari against Kyaku, while Kiba and Chouji go to help Konkuro. All seems to be going well until Neji notices something odd.",7.4,(469)
S1.E219 ∙ Yomigaetta kyuukyoku heiki,"Thu, Feb 1, 2007","Although his comrades are defeated, Jin puts his final plan in motion by using Gaara to revive Seimei. To do this, he traps Gaara in a metal sphere that starts draining his chakra. Gaara partially transforms into the One-Tailed Shukaku--which is what Jin wanted all along. Jin then performs a ritual and sacrifices his own body to Seimei's corpse, which allows Seimei to be reincarnated. Seimei then takes up the weapons of the Shitenshonin, therefore becoming the ""ultimate weapon"" of Takumi Village. Naruto does battle with him until Gaara bursts out of the metal sphere, partially transformed into the One-Tailed Shukaku.",7.2,(481)
S1.E220 ∙ Tabidachi,"Thu, Feb 8, 2007",Naruto recovers from his latest battle and Jiraiya takes him on a journey to begin his training away from Konohagukre.,8.0,(784)
